topic,rank,doc
963,2,NATO and the UN can #SaveMariupol and #SaveAlice TODAY if they #SeizeTheInitiative and act NOW to Enforce: 1) a Full Ceasefire and 2) No Fly Zone in Ua and 3) a Humanitarian Safe Zone around Mariupol
963,3,- NATO and the UN can break the siege and #SaveMariupol and #SaveAlice TODAY if they #SeizeTheInitiative and act NOW to Enforce: 1) a Full Ceasefire and 2) No Fly Zone in Ua and 3) a Humanitarian Safe Zone around Mariupol cc
964,1,"How has UNV responded to the war in #Ukraine? In the last 7⃣ months, it has recruited 200 onsite UN #Volunteers and 266 #Online Volunteers to support the work of entities in Ukraine and Eastern Europe."
964,2,"With millions impacted by the conflict in #Ukraine, UNV is recruiting UN #Volunteers to serve with partners on their emergency response in Ukraine, Hungary, Moldova, Poland, Romania and Slovakia. Check current UN Volunteer opportunities:"
964,3,"With millions impacted by conflict in #Ukraine, UNV continues to recruit national UN Volunteers to serve with partners on emergency response in #Hungary, #Moldova, #Poland, #Romania and #Slovakia. Check current opportunities in your country &amp; apply!▶️"
965,1,WHO updates COVID booster vaccine recommendations #Health #news 962
965,2,WHO updates COVID booster vaccine recommendations #Health #news 542
965,3,WHO updates COVID booster vaccine recommendations #Health #news 904
966,1,"600,000+ #Tigray’an civilians have died due to deliberate extrajudicial killings,famine,blockade of aid,starvation,bombs, etc.What is the world waiting for?End #TigrayGenocide #EritreaOutOfTigeay"
966,2,"600,000+ #Tigray’an civilians have died due to deliberate extrajudicial killings,famine,blockade of aid,starvation,bombs, etc. What is the world waiting for?End #TigrayGenocide #EritreaOutOfTigeay"
966,3,"*600,000+ #Tigray’an civilians have died due to* deliberate extrajudicial killings, famine, blockade of aid, starvation, bombs, etc. What is *the world waiting for? End #TigrayGenocide #EritreaOutOfTigeay"
967,1,This morning the Islamic Republic executed #MajidrezaRahnavard. This terrorist regime will do anything to stay in power. How many more should die for you to take efficient action? #Ma‌hsaAmini #IranRevolution ..
967,2,This morning the Islamic Republic executed #MajidrezaRahnavard. This terrorist regime will do anything to stay in power. How many more should die for you to take efficient action? #Ma‌hsaAmini #IranRevolution ...
967,3,This morning the Islamic Republic executed #MajidrezaRahnavard. This terrorist regime will do anything to stay in power. How many more should die for you to take efficient action? #Ma‌hsaAmini #IranRevolution ......
968,1,"It been #845Days The physical pain is a constant reminder of the terror survivors endured at the hands of🇪🇷n &amp; Amhara troops.The bleeding,pain,immobility &amp; fistula. No Human deserves this. #TigrayGenocide #EritreaOutOfTigray"
968,2,"It been #845Days The physical pain is a constant reminder of the terror survivors endured at the hands of🇪🇷 n &amp; Amhara troops.The bleeding, pain, immobility &amp; fistula. No Human deserves this #TigrayGenocide #EritreaOutOfTigray ,"
968,3,"It been #845Days The physical pain is a constant reminder of the terror survivors endured at the hands of🇪🇷n &amp; Amhara troops.The bleeding, pain, immobility &amp; fistula. No Human deserves this. #TigrayGenocide #EritreaOutOfTigray,"
969,1,"Today is the International Day of Sport for Development and Peace, proclaimed by the #UN General Assembly. Let us celebrate this day with the bath-gymnasium complex of the archaeological site of Sardis and remember: ""No pain, no gain!"" #Türkiye #Manisa"
969,2,The UN General Assembly declared 6 April as the International Day of Sport for Development and Peace Stop the war in Ukraine #WhiteCard #StopWar #Stoprussia #BuchaMassacre #SroprussianWarCrimes
969,3,The UN General Assembly declared 6 April as the International Day of Sport for Development and Peace #WhiteCard. Stop the War in Ukraine. #StopWar #Stoprussia #BuchaMassacre #SroprussianWarCrimes
970,1,"Deputy P.M Demeke made it very clear that 🇪🇹 will “not allow Z independent investigative team to enter and work in the country."" ⁦ Knowing 🇪🇹's intention we call to 🗣End #TigrayGenocide 🗣Seek #Justice4Tigray"
970,2,"Deputy P.M Demeke made it very clear that 🇪🇹n will “not allow the independent investigative team to enter and work in the country."" Knowing 🇪🇹's intention we call to 🗣End #TigrayGenocide 🗣Seek #Justice4Tigray"
970,3,"Deputy P.M Demeke made it very clear that 🇪🇹 will “not allow the independent investigative team to enter and work in the country."" Knowing 🇪🇹's intention we call to 🗣End #TigrayGenocide 🗣Seek #Justice4Tigray ⚖️"
971,1,how many Ukrainians must die for you to close our sky or provide us weapon?????18 more people were killed in Chernihiv last night ! why are you all so afraid of Putin? and why should we be a living shield for the whole world? it's inhumane! #NATO #EU #UN #US #UK #UNICEF
971,2,how many Ukrainians must die for you to close our sky? 18 more people were killed in Chernihiv last night ! #NATO #EU #UN #US #UK
971,3,how many Ukrainians must die for you to close our sky? 18 more people were killed in Chernihiv last night ! #NATO #EU #UN #US #UK #UNICEF
972,1,#StandWithUkraine Stand up for FREEDOM &amp; INDEPENDENCE!!! 🇺🇲🇺🇦🌻💯
972,2,"You have completed your mission, you no longer serve the world, you are now political. Go back home. #StandWithUkraine"
972,3,"You have completed your mission, you no longer serve the world, you are now political. Go back home. #StandWithUkraine️"
973,1,If the is serious about crimes &amp; victims then ICC must take meaningful action to serve accountable .we demand #Justice ‼️. WE ALL HUMAN #Justice4Tigray End #TigrayGenocide
973,2,If the is serious about crimes &amp; victims then ICC must take meaningful action to serve accountable .we demand #Justice ‼️. WE ALL HUMAN … #Justice4Tigray End #TigrayGenocide …
973,3,If the is serious about crimes &amp; victims then ICC must take meaningful action to serve accountable .we demand #Justice ‼️. WE ALL HUMAN … #Justice4Tigray End #TigrayGenocide
974,1,Why is 🇪🇹|n gov't blocking independent human right investigators &amp; journalists from investigating the truth? Dear 🗣Address #Justice4Tigray &amp; 🗣Assure accountability for #TigrayGenocide💔
974,2,",Why is 🇪🇹|n gov't blocking independent human right investigators &amp; journalists from investigating the truth? Dear 🗣Address #Justice4Tigray &amp; 🗣Assure accountability for #TigrayGenocide"
974,3,Why is 🇪🇹|n gov't blocking independent human right investigators &amp; journalists from investigating the truth? Dear ➡️Address #Justice4Tigray &amp; ➡️Assure accountability for #TigrayGenocide
975,1,IRGCterrorists opened fire on unarmed people in the city of #Javanrud and killed a number of women and children. Why has the world closed its eyes on the crime of the Mullah regime? #iran #MahsaAmini ضحاک هنوز خون
975,2,IRGCterrorists opened fire on unarmed people in the city of #Javanrud and killed a number of women and children. Why has the world closed its eyes on the crime of the Mullah regime? #iran #MahsaAmini 🆘🆘🆘🆘😔😔😔
975,3,IRGCterrorists opened fire on unarmed people in the city of #Javanrud and killed a number of women and children. Why has the world closed its eyes on the crime of the Mullah regime? #iran #MahsaAmini
976,1,"You can translate in English this russian song Lyrics: ""The sarmatushka (nucler missile) is looking at #theUnitedStatesofAmerica from russia-motherland"" #RussiaIsATerroristState #banvisaforrussians"
976,2,"OPEN YOUR EYES , YOUR RUSSOPHONE EARS, LOGIN TO GOOGLE AND OTHER TRANSLATION TOOLS! RUSSIANS OPENLY WANT US (ALL) DEAD YOU ARE NEXT, MAKE NO MISTAKE #RussiaIsATerroristState #RussiaIsLosing #RussiaBlewTheDam"
976,3,"How do you say 'genocidal motherfckers' in #Russian? Or #warcrimes? Or '#terrorist'? How do you say ""get the fck off the #UN Security Council"" in Russian? Those are the words we should all learn in Rxssian. #RussiaIsATerroristState #StandWithUkraine"
977,1,"VERY REASON &amp; JUSTIFICATION why a few countries would form a military alliance &amp; expand to doorstep of some other, the same threat-factor is self-explanatory &amp; applies to each side equally. Effect is born out of cause. #USA #NATO #Ukraine #Russia #RussiaUkraine #UkraineRussia"
977,2,"In a world with the perception that every other, than own, is a threat, cannot create #Security structure for any one. A huge military alliance of some numbers within a whole, offsets normalcy of the whole. #WorldOrder #NATO #Finland #Finlandia #USA #Europe #Russia #Ukraine"
977,3,"The very #Security structure claimed to be the purpose of #NATO, is exactly the obstacle to its idea of security and structure of relationship around. Overdose of military is anti to #Peace. #USA #EU #Ukraine #Russia #Sweden #Hungary #Belarus #Poland #Finland"
978,1,"“I miss school so much because that’s where my friends were. But most of all, I miss home and my father.” ~Sasha, 10, who fled war in #Ukraine. She's now in #Moldova where #UNICEF is helping refugee children integrate into schools. v/ #SDG4📚"
978,2,"“I miss school so much because that’s where my friends were. But most of all, I miss home and my father.” ~Sasha, 10, who fled war in #Ukraine.💔 She's now in #Moldova where #UNICEF helps refugee children integrate into schools. v/ #AChildIsAChild💙"
978,3,"“I miss school so much because that’s where my friends were. But most of all, I miss home and my father.”~Sasha, 10, who fled war in #Ukraine.💔 She's now in #Moldova where #UNICEF helps refugee children integrate into schools. v/ #AChildIsAChild💙"
979,1,Children deserve the basic human right of education.#824days of Genocide They have been stripped of this due to the #TigrayGenocide with schools being looted &amp; destroyed by Amhara &amp; 🇪🇷 troops.#Justice4Tigray #EritreaOutOfTigray
979,2,Children deserve the basic human right of education.#824days of Genocide They have been stripped of this due to the #TigrayGenocide with schools being looted &amp; destroyed by Amhara &amp;🇪🇷 troops.#Justice4Tigray #EritreaOutOfTigray .
979,3,Children deserve the basic human right of education.#824days of Genocide They have been stripped of this due to the #TigrayGenocide with schools being looted &amp;destroyed by Amhara&amp;🇪🇷 troops.#Justice4Tigray #EritreaOutOfTigray
980,1,Why should we listen to #Zelensky who still doesn’t not want to surrender and sign a peace treaty and instead wants to pull the rest of the world into WWIII just for him and his country? #Ukraine #Russia #China #USA #NATO #UN
980,2,Why should we listen to #Zelensky who still doesn’t want to surrender and sign a peace treaty and instead wants to pull the rest of the world into WWIII just for him and his country? #Ukraine #Russia #China #USA #NATO #UN #Hypocrisy
980,3,Why should we listen to #Zelensky who still doesn’t want to surrender and sign a peace treaty and instead wants to pull the rest of the world into WWIII just for him and his country? #Ukraine #Russia #China #USA #NATO #UN #Hypocrisy 🖕🖕🖕
981,1,"We need your help #Europe &amp; #nato. Please, close the sky over #Ukraine. Or you also want us to be killed?!"
981,2,"Where is your help, #Europa &amp; #NATO ? Close the sky over #Ukraine! Exclude russia from Security Council! #StopPutin #StopRussia"
981,3,"WHERE IS YOUR HELP, #Europe AND #NATO ? CLOSE THE SKY OVER #UKRAINE ! EXCLUDE RUSSIA FROM THE #UN SECURITY COUNCIL ! #STOPPUTIN #STOPRUSSIA"
982,1,"Our subscribers report that there is a lot of smoke in #Kyiv, people can't breathe properly The concentration of pollutants is 19.9 times higher than the norm recommended by the #WHO. The air quality index has dropped significantly in almost all districts."
982,2,Kyiv ranks first in the world in terms of #airpollution🤷🏻‍♂️ PM2.5 (particulate matter) concentrations in #Kyiv are now 25.2 times higher than the WHO recommended annual mean air quality.
982,3,#Kyiv ranks first in the world in terms of #airpollution🤷🏻‍♂️ PM2.5 (particulate matter) concentrations in Kyiv are now 25.2 times higher than the WHO recommended annual mean air quality.
983,1,"US bill to help Taiwan regain WHO status passes Congress, sent to Biden #USA #Taiwan #WHO"
983,2,"Bill to help #Taiwan regain #WHO status passes Congress, sent to #Biden for signature"
983,3,"The U.S. House of Representatives unanimously passed legislation calling on the State Department to submit a plan to help #Taiwan regain its observer status at the World Health Organization, seeking to boost the island as it faces pressure from #China."
984,1,"Live from #Moldova 🇲🇩: We’re training for staff from our NGO partner . They’re learning how to use ’s safe &amp; secure tools to register Moldovan families hosting #refugees from #Ukraine. Once registered, those Moldovan families will receive #cash support."
984,2,", &amp; announced #cash assistance for #refugees from #Ukraine &amp; Moldovan host families. This will allow refugees to cover their basic needs such as food, communication, hygiene products and others and host families to cover costs incurred by hosting refugees."
984,3,". , &amp; announced #cash assistance for #refugees from #Ukraine &amp; Moldovan host families. This will allow refugees to cover their basic needs such as food, communication, hygiene products and others and host families to cover costs incurred by hosting refugees"
985,1,"Ukraine War Crimes For the Balance of Justice I feel Ukrainian Rebels &amp; aZov Nazis have caused "" Most Civillian Deaths "" by Traitor shootings, Rape and Blue on Blue shelling rocket attacks on their own Public &amp; sex crimes. #WarCrimesOfUkraine #Ukraine #Icct #NATO #UN #AP"
985,2,&gt;ALL #Ukrainians in #Ukraine and abroad know their GOV is targeting civilians to BLAME #Russia with grooming !! &gt; That VICIOUS WAR CRIME must be PUNISHED as well as war film making to influence LT global decisions in favor of NAZISM #EU
